14:53:56,606 | INFO  | l Console Thread | ultOsgiApplicationContextCreator | 210 - org.springframework.osgi.extender - 1.2.1 | Discovered configurations {osgibundle:/META-INF/spring/*.xml} in bundle [Fuse Kafka Producer Example (FuseCamelKafkaProducerSpringDSL)]
14:54:05,874 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-11, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=839, kafka.TOPIC=topic1}
14:54:05,875 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-11, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=839, kafka.TOPIC=topic1}
14:54:05,878 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Received Body: SMS1 
14:54:05,878 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-13, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=840, kafka.TOPIC=topic1}
14:54:05,878 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Received Body: SMS1 
14:54:05,878 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-13, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=840, kafka.TOPIC=topic1}
14:54:05,878 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-13, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=840, kafka.TOPIC=topic1}
14:54:05,880 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Received Body: SMS1 
14:54:05,880 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-15, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=841, kafka.TOPIC=topic1}
14:54:05,880 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Received Body: SMS1 
14:54:05,880 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-15, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=841, kafka.TOPIC=topic1}
14:54:05,880 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-15, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=841, kafka.TOPIC=topic1}
14:54:05,882 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Received Body: SMS1 
14:54:05,882 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-17, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=842, kafka.TOPIC=topic1}
14:54:05,882 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Received Body: SMS1 
14:54:05,882 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-17, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=842, kafka.TOPIC=topic1}
14:54:05,882 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-17, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=842, kafka.TOPIC=topic1}
14:54:05,883 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Received Body: SMS1 
14:54:05,883 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-19, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=843, kafka.TOPIC=topic1}
14:54:05,883 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Received Body: SMS1 
14:54:05,883 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-19, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=843, kafka.TOPIC=topic1}
14:54:05,884 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-19, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=843, kafka.TOPIC=topic1}
14:54:06,376 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Received Body: SMS1 
14:54:06,376 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-21, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=844, kafka.TOPIC=topic1}
14:54:06,376 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Received Body: SMS1 
14:54:06,376 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-21, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=844, kafka.TOPIC=topic1}
14:54:06,377 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-21, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=844, kafka.TOPIC=topic1}
14:54:06,378 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Received Body: SMS1 
14:54:06,378 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-23, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=845, kafka.TOPIC=topic1}
14:54:06,379 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Received Body: SMS1 
14:54:06,379 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-23, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=845, kafka.TOPIC=topic1}
14:54:06,379 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-23, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=845, kafka.TOPIC=topic1}
14:54:06,380 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Received Body: SMS1 
14:54:06,380 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-25, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=846, kafka.TOPIC=topic1}
14:54:06,380 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Received Body: SMS1 
14:54:06,381 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-25, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=846, kafka.TOPIC=topic1}
14:54:06,381 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-25, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=846, kafka.TOPIC=topic1}
14:54:06,382 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Received Body: SMS1 
14:54:06,382 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-27, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=847, kafka.TOPIC=topic1}
14:54:06,382 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Received Body: SMS1 
14:54:06,382 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-27, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=847, kafka.TOPIC=topic1}
14:54:06,382 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-27, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=847, kafka.TOPIC=topic1}
14:54:06,383 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Received Body: SMS1 
14:54:06,384 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-29, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=848, kafka.TOPIC=topic1}
14:54:06,384 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Received Body: SMS1 
14:54:06,384 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-29, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=848, kafka.TOPIC=topic1}
14:54:06,384 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-29, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=848, kafka.TOPIC=topic1}
14:54:06,879 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Received Body: SMS1 
14:54:06,879 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-31, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=849, kafka.TOPIC=topic1}
14:54:06,879 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Received Body: SMS1 
14:54:06,879 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-31, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=849, kafka.TOPIC=topic1}
14:54:06,880 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-31, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=849, kafka.TOPIC=topic1}
14:54:06,882 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Received Body: SMS1 
14:54:06,882 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-33, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=850, kafka.TOPIC=topic1}
14:54:06,882 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Received Body: SMS1 
14:54:06,882 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-33, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=850, kafka.TOPIC=topic1}
14:54:06,882 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-33, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=850, kafka.TOPIC=topic1}
14:54:06,884 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Received Body: SMS1 
14:54:06,884 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-35, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=851, kafka.TOPIC=topic1}
14:54:06,884 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Received Body: SMS1 
14:54:06,884 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-35, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=851, kafka.TOPIC=topic1}
14:54:06,884 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-35, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=851, kafka.TOPIC=topic1}
14:54:06,886 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Received Body: SMS1 
14:54:06,886 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-37, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=852, kafka.TOPIC=topic1}
14:54:06,886 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Received Body: SMS1 
14:54:06,886 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-37, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=852, kafka.TOPIC=topic1}
14:54:06,886 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-37, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=852, kafka.TOPIC=topic1}
14:54:06,888 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Received Body: SMS1 
14:54:06,888 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-39, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=853, kafka.TOPIC=topic1}
14:54:06,888 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Received Body: SMS1 
14:54:06,888 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-39, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=853, kafka.TOPIC=topic1}
14:54:06,888 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-39, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=853, kafka.TOPIC=topic1}
14:54:07,382 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Received Body: SMS1 
14:54:07,383 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-41, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=854, kafka.TOPIC=topic1}
14:54:07,383 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Received Body: SMS1 
14:54:07,383 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-41, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=854, kafka.TOPIC=topic1}
14:54:07,383 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-41, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=854, kafka.TOPIC=topic1}
